City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,inhambane,-23.865,35.3833,22.55,88,0,4.31,MZ,1746064714
365,safi,32.1667,-8.8333,13.03,73,0,0.45,MA,1746064716
366,floro,61.5996,5.0328,7.98,93,75,5.14,NO,1746064717
367,ballina,-28.8667,153.5667,22.01,67,100,8.71,AU,1746064718
368,angel r. cabada,18.5833,-95.4333,27.16,61,25,4.78,MX,1746064719
369,fernie,49.5,-115.0687,12.33,63,33,0.5,CA,1746064720
370,mar del plata,-38.0023,-57.5575,17.19,53,2,3.13,AR,1746064161
371,gillette,44.2911,-105.5022,6.51,86,100,3.6,US,1746064482
372,urayasu,35.6706,139.8886,22.83,52,20,3.09,JP,1746064723
373,sittwe,20.15,92.9,27.92,69,94,2.55,MM,1746064724
374,berberati,4.2612,15.7922,20.97,85,96,0.68,CF,1746064725
375,mezhdurechenskiy,59.6,65.9333,7.06,76,100,5.96,RU,1746064726
376,nadi,-17.8,177.4167,32.0,58,20,4.12,FJ,1746064668
377,saint-francois,46.4154,3.9054,11.47,94,0,1.03,FR,1746064728
378,springfield,37.2153,-93.2982,16.92,93,75,3.09,US,1746064546
379,salinopolis,-0.6136,-47.3561,26.24,86,91,4.06,BR,1746064732
380,waingapu,-9.6567,120.2641,28.36,74,100,2.6,ID,1746064733
381,nueve de julio,-35.4444,-60.8831,15.54,78,97,1.79,AR,1746064734
382,daru,-9.0763,143.2092,26.72,91,100,6.46,PG,1746064735
383,vadso,70.0744,29.7487,2.09,87,75,9.77,NO,1746064736
384,youghal,51.95,-7.8506,14.19,72,4,2.02,IE,1746064737
385,binghamton,42.0987,-75.918,6.54,81,94,1.72,US,1746064621
386,svetlyy,54.675,20.1347,5.25,92,54,2.65,RU,1746064739
387,kourou,5.1552,-52.6478,24.9,93,93,2.01,GF,1746064740
388,souillac,-20.5167,57.5167,26.21,61,20,5.66,MU,1746064741
389,usinsk,65.9939,57.5281,-7.79,91,14,2.72,RU,1746064742
390,kuta,-8.7233,115.1723,29.97,84,20,2.06,ID,1746064743
391,kerema,-7.9631,145.7785,29.96,71,100,4.61,PG,1746064744
392,isafjordur,66.0755,-23.124,2.3,95,85,3.31,IS,1746064745
393,lappeenranta,61.0587,28.1887,-3.97,80,0,0.51,FI,1746064746
394,mashhad,36.297,59.6062,15.16,48,75,1.19,IR,1746064505
395,chandler,33.3062,-111.8412,29.9,15,0,3.6,US,1746064456
396,idabel,33.8957,-94.8263,17.15,100,100,3.6,US,1746064655
397,rongelap,11.1635,166.8941,27.54,74,99,8.01,MH,1746064751
398,keflavik,64.0049,-22.5624,5.24,93,75,4.12,IS,1746064752
399,sosnovo-ozerskoye,52.5249,111.5418,6.96,47,100,8.66,RU,1746064753
400,abashiri,44.0213,144.2697,7.16,70,40,2.06,JP,1746064754
401,margate,51.3813,1.3862,11.5,86,5,2.02,GB,1746064755
402,kamalpur,24.2,91.8333,25.66,72,6,1.27,IN,1746064756
403,kirkland lake,48.1446,-80.0377,3.16,56,73,1.54,CA,1746064477
404,thohoyandou,-22.9456,30.485,19.67,53,0,1.55,ZA,1746064758
405,sao jose da coroa grande,-8.8978,-35.1478,25.2,76,0,2.59,BR,1746064759
406,holualoa,19.6228,-155.9522,23.08,89,25,0.89,US,1746064760
407,san felice circeo,41.2372,13.0942,13.56,77,0,2.86,IT,1746064762
408,umm kaddadah,13.6017,26.6876,27.26,10,8,5.42,SD,1746064763
409,amboasary,-25.0333,46.3833,19.92,91,15,1.63,MG,1746064764
410,la passe,45.5549,-0.8967,13.88,70,100,4.44,FR,1746064765
411,mildura,-34.2,142.15,17.26,58,0,5.81,AU,1746064766
412,weiser,44.251,-116.9693,21.11,34,8,2.0,US,1746064767
413,mahina,-17.5065,-149.489,28.87,74,75,3.6,PF,1746064768
414,callao,-12.0667,-77.15,22.07,88,20,3.6,PE,1746064567
415,acapulco de juarez,16.8634,-99.8901,25.43,70,0,4.79,MX,1746064770
416,palmer,42.1584,-72.3287,10.73,59,30,1.42,US,1746064771
417,ocean city,39.2776,-74.5746,15.01,68,92,2.32,US,1746064772
418,egilsstadir,65.2653,-14.3948,7.95,61,0,5.14,IS,1746064773
419,valdivia,-39.8142,-73.2459,10.05,98,100,2.15,CL,1746064727
420,geraldton,-28.7667,114.6,28.23,18,2,10.29,AU,1746064775
421,demre,36.2537,29.9777,13.67,89,100,1.44,TR,1746064776
422,valparaiso,-33.0393,-71.6273,12.8,76,75,1.54,CL,1746064626
423,vernon,50.2581,-119.2691,19.74,41,85,1.79,CA,1746064780
424,altai,46.3722,96.2583,10.23,56,77,0.61,MN,1746064625
425,lichinga,-13.3128,35.2406,16.05,100,0,3.6,MZ,1746064782
426,brookings,44.3114,-96.7984,17.25,62,44,5.05,US,1746064512
427,la resolana,19.6,-104.4333,24.69,52,13,0.69,MX,1746064784
428,mitu,1.1983,-70.1733,19.4,97,93,0.54,CO,1746064785
429,kas,36.2018,29.6377,14.91,90,75,3.28,TR,1746064786
430,diapaga,12.0708,1.7889,29.1,55,100,4.01,BF,1746064787
431,iquique,-20.2208,-70.1431,18.52,81,82,2.24,CL,1746064789
432,kencong,-8.2833,113.3667,30.89,74,36,0.53,ID,1746064790
433,wassertrudingen,49.05,10.6,12.04,80,41,1.08,DE,1746064791
434,baker city,44.7749,-117.8344,16.13,40,5,1.98,US,1746064792
435,kudahuvadhoo,2.6708,72.8944,28.67,75,100,1.07,MV,1746064793
436,baie-comeau,49.2168,-68.1489,1.82,60,0,3.09,CA,1746064689
437,mindarie,-31.6893,115.707,26.95,35,49,6.34,AU,1746064795
438,hillsboro,45.5229,-122.9898,19.68,47,0,1.79,US,1746064616
439,whangarei,-35.7317,174.3239,19.19,68,2,4.48,NZ,1746064797
440,yarega,63.4354,53.5765,-9.25,94,46,1.7,RU,1746064798
441,coronel suarez,-37.4547,-61.9334,13.41,81,100,3.14,AR,1746064800
442,codrington,-38.2667,141.9667,15.17,54,99,3.25,AU,1746064802
443,madang,-5.2246,145.7966,30.25,63,60,1.59,PG,1746064803
444,yuzhno-kurilsk,44.0306,145.8556,4.14,85,8,3.06,RU,1746064804
445,kodinsk,58.6881,99.1844,0.97,65,45,4.37,RU,1746064805
446,siwa oasis,29.2041,25.5195,16.47,51,0,2.9,EG,1746064807
447,santander de quilichao,3.0095,-76.4849,19.02,95,94,1.33,CO,1746064808
448,kurumkan,54.3,110.3,7.4,56,100,2.29,RU,1746064809
449,challapata,-18.9,-66.7667,10.56,42,2,1.07,BO,1746064810
450,sechura,-5.5569,-80.8222,22.66,71,39,6.13,PE,1746064811
451,katsuren-haebaru,26.3369,127.8719,25.05,75,75,4.63,JP,1746064812
452,nieuw amsterdam,5.8833,-55.0833,25.48,90,42,3.62,SR,1746064815
453,kill devil hills,36.0307,-75.676,21.1,87,32,5.12,US,1746064816
454,karimganj,24.8667,92.35,24.97,72,39,2.41,IN,1746064817
455,guasdualito,7.2424,-70.7324,22.98,100,0,0.51,VE,1746064818
456,zabol,32.25,67.25,19.7,22,0,0.3,AF,1746064819
457,benghazi,32.1167,20.0667,17.18,76,0,6.78,LY,1746064820
458,buturlinovka,50.8239,40.6092,7.35,78,57,1.5,RU,1746064821
459,troitsko-pechorsk,62.7084,56.1964,-7.46,92,58,3.7,RU,1746064822
460,nouadhibou,20.931,-17.0347,18.99,68,69,7.72,MR,1746064823
461,hobyo,5.3505,48.5268,28.66,75,89,3.67,SO,1746064824
462,nikolayevsk-on-amure,53.1406,140.73,9.43,59,100,2.54,RU,1746064825
463,muravlenko,63.7898,74.523,1.74,100,100,7.25,RU,1746064827
464,aibak,36.2647,68.0155,18.93,48,97,0.27,AF,1746064828
465,timbuktu,16.7735,-3.0074,32.44,8,96,3.89,ML,1746064829
466,dunkwa,5.9656,-1.78,23.27,98,99,0.86,GH,1746064830
467,zaragoza,41.6561,-0.8773,16.25,64,20,4.63,ES,1746064831
468,piti village,13.4626,144.6933,31.49,69,20,7.72,GU,1746064832
469,ancud,-41.8697,-73.8203,11.24,77,48,9.95,CL,1746064784
470,jumla,29.2747,82.1838,10.81,76,47,1.59,NP,1746064834
471,nizhneudinsk,54.9076,99.0276,6.55,37,6,3.87,RU,1746064565
472,bandarbeyla,9.4942,50.8122,26.41,74,78,1.26,SO,1746064837
473,cheremukhovo,60.3484,59.9851,4.08,95,100,2.75,RU,1746064838
474,tilisarao,-32.7329,-65.2911,16.25,58,100,2.48,AR,1746064839
475,bedong,5.7274,100.5088,29.44,79,29,1.06,MY,1746064840
476,indramayu,-6.3264,108.32,30.85,71,95,1.67,ID,1746064841
477,sur,22.5667,59.5289,29.85,45,0,5.2,OM,1746064843
478,korla,41.7597,86.1469,27.22,17,0,2.83,CN,1746064844
479,pontianak,-0.0333,109.3333,28.99,84,20,2.57,ID,1746064845
480,lindesberg,59.592,15.2304,5.06,89,99,1.05,SE,1746064451
481,benguela,-12.5763,13.4055,25.84,82,99,0.79,AO,1746064847
482,rio gallegos,-51.6226,-69.2181,4.03,93,20,0.51,AR,1746064787
483,namibe,-15.1961,12.1522,23.03,84,35,1.65,AO,1746064850
484,mount gambier,-37.8333,140.7667,15.77,50,89,2.21,AU,1746064851
485,nemuro,43.3236,145.575,3.76,73,11,1.65,JP,1746064853
486,amahai,-3.3333,128.9167,29.26,72,23,1.3,ID,1746064854
487,vorkuta,67.5,64.0,-14.06,100,100,2.58,RU,1746064855
488,pailles,-20.1927,57.4883,25.36,97,82,7.58,MU,1746064856
489,santo antonio do taua,-1.1519,-48.1294,22.85,100,100,0.7,BR,1746064857
490,malango,-2.9627,119.9001,25.15,73,100,1.36,ID,1746064858
491,juan griego,11.0817,-63.9655,25.68,87,61,3.79,VE,1746064859
492,gamay,12.3854,125.2979,29.25,79,62,2.73,PH,1746064860
493,vanino,49.0869,140.2543,8.55,63,100,7.7,RU,1746064861
494,fiambala,-27.6871,-67.6149,17.38,43,0,1.37,AR,1746064862
495,muroto-misakicho,33.2833,134.15,19.16,70,100,3.35,JP,1746064863
496,mugia,43.1041,-9.2179,11.06,82,59,3.66,ES,1746064864
497,sweetwater,25.7634,-80.3731,24.45,66,0,1.34,US,1746064865
498,tucurui,-3.7661,-49.6725,23.62,94,45,1.36,BR,1746064866
499,portland,45.5234,-122.6762,19.52,44,100,3.58,US,1746064845
500,labrador city,52.9463,-66.9114,-4.05,63,40,3.6,CA,1746064812
501,nalut,30.3333,10.85,17.74,33,100,4.22,LY,1746064871
502,garachico,28.7781,-17.7646,16.06,77,100,2.57,ES,1746064872
503,hualien city,23.9769,121.6044,28.51,71,100,3.03,TW,1746064873
504,broome,42.2506,-75.833,6.37,80,68,1.69,US,1746064874
505,malindi,-3.2175,40.1191,25.45,89,85,4.86,KE,1746064875
506,gisborne,-38.6533,178.0042,18.16,82,96,3.66,NZ,1746064876
507,kayyerkan,69.3786,87.7439,-9.26,90,100,4.31,RU,1746064878
508,piton saint-leu,-21.2196,55.3151,23.06,65,0,9.77,RE,1746064880
509,kavieng,-2.5744,150.7967,29.39,68,10,1.71,PG,1746064882
510,sodra sandby,56.5667,16.6167,3.27,91,5,2.53,SE,1746064883
511,howrah,22.5892,88.3103,25.0,88,0,2.57,IN,1746064885
512,sao borja,-28.6606,-56.0044,13.86,61,0,3.73,BR,1746064827
513,moranbah,-22.0016,148.0466,25.79,39,95,8.76,AU,1746064887
514,illizi,26.4833,8.4667,22.13,23,0,3.83,DZ,1746064888
515,chivilcoy,-34.8957,-60.0167,14.08,67,98,3.66,AR,1746064815
516,san patricio,28.017,-97.5169,25.97,84,0,8.91,US,1746064891
517,andovoranto,-18.95,49.1,23.08,94,99,2.03,MG,1746064892
518,majie,25.0333,102.6361,12.99,88,20,5.0,CN,1746064893
519,santa elena de uairen,4.6167,-61.1333,21.94,70,71,1.0,VE,1746064894
520,aral,40.5156,81.2636,26.1,11,0,1.27,CN,1746064897
521,tralee,52.2704,-9.7026,11.0,93,6,1.14,IE,1746064898
522,eyl,7.9803,49.8164,27.44,70,45,1.58,SO,1746064899
523,humaita,-7.5061,-63.0208,23.7,98,100,0.61,BR,1746064900
524,cooma,-36.2333,149.1333,10.66,61,100,3.14,AU,1746064901
525,khandyga,62.6667,135.6,5.5,68,94,1.06,RU,1746064902
526,visby,57.6409,18.296,-1.88,93,24,1.03,SE,1746064903
527,haiku-pauwela,20.9219,-156.3051,26.23,74,34,12.52,US,1746064904
528,mil'kovo,55.6078,37.7956,5.08,73,100,4.88,RU,1746064905
529,butembo,0.15,29.2833,14.17,95,100,1.4,CD,1746064906
530,port shepstone,-30.7414,30.455,19.16,77,83,4.7,ZA,1746064907
531,lompoc,34.6391,-120.4579,13.96,81,100,2.57,US,1746064908
532,manokwari,-0.8667,134.0833,29.1,67,73,2.81,ID,1746064910
533,coahuayana de hidalgo,18.7,-103.6583,23.11,79,4,1.09,MX,1746064911
534,sake,-1.5736,29.045,17.05,96,99,0.78,CD,1746064912
535,el hadjira,32.6134,5.5126,21.68,33,98,2.53,DZ,1746064913
536,toliara,-23.35,43.6667,24.93,66,75,3.0,MG,1746064914
537,winslow,35.0242,-110.6974,21.1,17,75,6.17,US,1746064915
538,suva,-18.1416,178.4415,29.71,74,40,3.09,FJ,1746064806
539,lesozavodsk,45.4794,133.4244,18.26,43,87,7.47,RU,1746064917
540,khovd,48.0056,91.6419,9.16,53,96,3.9,MN,1746064625
541,rawson,-43.3002,-65.1023,10.16,81,0,2.57,AR,1746064742
542,kloulklubed,7.0419,134.2556,28.66,71,92,4.13,PW,1746064920
543,fort mcmurray,56.7268,-111.381,7.77,87,100,4.63,CA,1746064787
544,cudahy,33.9606,-118.1853,18.33,77,1,4.13,US,1746064922
545,kulhudhuffushi,6.6221,73.07,29.03,70,36,0.92,MV,1746064923
546,walvis bay,-22.9575,14.5053,14.53,82,2,1.54,NA,1746064924
547,sao lourenco do oeste,-26.3592,-52.8511,11.95,70,1,0.81,BR,1746064874
548,spring creek,40.7266,-115.5859,14.9,34,88,0.45,US,1746064926
549,ialibu,-6.2821,143.9935,21.72,63,100,1.78,PG,1746064927
550,misratah,32.3754,15.0925,17.52,68,0,2.45,LY,1746064928
551,zhosaly,45.4878,64.0781,11.26,31,8,4.93,KZ,1746064930
552,sidi yahia el gharb,34.3065,-6.3062,13.24,82,0,0.79,MA,1746064931
553,yung shue wan,22.2333,114.1167,25.9,89,100,2.62,HK,1746064932
554,pinas,-3.6667,-79.65,19.87,97,100,0.07,EC,1746064933
555,twello,52.2367,6.1028,12.24,85,17,0.45,NL,1746064934
556,hjorring,57.4642,9.9823,7.74,92,91,4.88,DK,1746064935
557,weno,7.4515,151.8468,23.97,94,100,3.09,FM,1746064936
558,uturoa,-16.7333,-151.4333,27.13,79,78,3.36,PF,1746064937
559,tash-kumyr,41.3461,72.2171,17.18,58,100,0.3,KG,1746064898
560,tongliao,43.6125,122.2653,10.88,51,100,7.52,CN,1746064939
561,ciudad lazaro cardenas,17.9583,-102.2,26.86,68,0,3.43,MX,1746064665
562,darwin,-12.4611,130.8418,28.99,42,0,7.2,AU,1746064943
563,gadzhiyevo,69.2551,33.3362,0.19,87,100,10.97,RU,1746064944
564,lianzhou,24.7811,112.3825,25.72,82,97,1.04,CN,1746064945
565,saint-philippe,-21.3585,55.7679,23.98,76,85,7.26,RE,1746064946
566,taltal,-25.4,-70.4833,16.69,80,4,0.82,CL,1746064947
567,soderhamn,61.3037,17.0592,3.74,83,88,2.06,SE,1746064948
568,pacasmayo,-7.4006,-79.5714,20.36,81,83,5.27,PE,1746064949
569,hailar,49.2,119.7,7.5,48,26,5.64,CN,1746064950
570,verkhovazh'ye,60.7472,42.0465,-5.4,92,18,0.92,RU,1746064951
571,harstad,68.799,16.5293,2.86,92,100,2.24,NO,1746064952
572,belomorsk,64.5232,34.7668,-3.39,76,26,2.62,RU,1746064953
573,gazipasa,36.2694,32.3179,17.83,80,96,4.02,TR,1746064954
574,ternate,0.8,127.4,28.71,68,13,1.54,ID,1746064956
575,trincomalee,8.5711,81.2335,26.55,81,100,2.79,LK,1746064958
576,zelenogradsk,54.9589,20.4767,6.03,87,40,5.0,RU,1746064959
577,porto novo,6.4965,2.6036,27.9,85,78,2.28,BJ,1746064960
